travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
pt,NHBO,full,5,12.983591862987735,23,1,1,2594.0,1.25935315718752,0.1492492441293341,0.2000378207943675,0.42660304869889115,0,15-20k,2,0.5443140474823854,West London
walk,HBW,16+,6,14.046291997034453,20,1,0,2393.0,0.5358057656386777,0.20540486140084005,1.426583828100552,0.3591796908143575,1,50-75k,3,0.31009731958313635,West London
cycle,HBW,full,7,14.422477654664913,28,0,1,4639.0,0.42579634117671694,1.8061718293830475,0.2029689672000128,0.4410471690294918,0,35-50k,3,0.36241353573631957,Central London
drive,HBE,free,5,9.742978059402835,9,1,0,744.0,0.2934074089013724,0.06112078612791278,0.11733824647969106,0.25950638035054596,1,50-75k,3,0.19899620070455373,West London
drive,HBO,full,3,7.449967727783441,39,0,1,2679.0,0.9568994894379688,0.23212554699751634,1.425841726588524,0.4341304859399466,2,>100k,4,0.5481605551772094,Central London
walk,HBE,full,4,7.864141375519964,42,0,1,1263.0,0.3736086423824142,0.1314826339029852,0.4001568098893003,0.3550702943868395,2,25-35k,1,0.6856091600280306,East London
cycle,HBO,free,7,14.076449012326764,56,0,1,6081.0,1.7395331881984777,0.5182785060203001,0.46246554767131026,0.4519334064061849,1,25-35k,1,0.8076359467827363,South London
drive,HBO,free,2,13.659498407639342,8,1,0,8662.0,0.5840686165567766,1.8281248698015933,0.13831589047463222,0.20664595067156688,2,75-100k,6,0.3286148304555121,West London
pt,B,full,5,19.626959740639077,35,1,0,10094.0,1.9344876784583611,1.7218772905500292,0.47539845541511633,0.774466992959908,0,<5k,1,0.5650638511743313,Central London
pt,HBW,full,7,8.93974791923695,33,1,0,5977.0,1.7133498144344983,0.5097239578600634,0.40741285132587496,0.5745353712390344,0,15-20k,2,0.7850782259478108,West London
walk,HBO,full,1,12.081801899878652,53,1,1,936.0,0.2010229922866436,0.06311113763019295,0.06083728753334786,0.15946167377292247,1,<5k,5,0.15252531671071534,West London
walk,NHBO,full,1,13.195082641530865,47,0,1,570.0,0.16310084587938461,0.06629443324363475,0.07583073001267455,0.1559087790810943,1,5-10k,1,0.18255408375609772,Central London
pt,HBO,free,7,14.77444269539308,70,1,0,8671.0,0.18103621718290092,0.21422868211164123,0.12887460505569195,0.5904558203353628,0,5-10k,1,0.15741386578410457,North London
