travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
drive,B,full,1,6.508730307911709,56.0,1,1,7484.0,1.917515334687602,0.6582106971192325,0.33693811399025153,0.27427596778989355,2,35-50k,4,0.9692495702765332,West London
walk,HBO,full,2,11.029657521909822,32.0,1,1,615.0,0.19131172004504862,0.062105840362474386,0.03768464665117172,0.39059289265355457,1,10-15k,2,0.23126913555154133,West London
drive,NHBO,free,2,17.662229295320056,66.0,0,1,3112.0,0.8345467144969752,0.25822066313241354,0.18727414959356506,0.32394094633471154,1,50-75k,2,0.6132237658675133,East London
pt,HBO,full,4,13.085358577067637,62.0,0,0,1683.0,0.4541816369366399,0.15927302824878944,0.08609014746088732,0.23613139228376448,0,25-35k,1,0.24275665315418013,Central London
walk,HBW,full,2,18.565713224143217,21.0,0,1,1733.0,0.43427930760084055,0.13734988363414985,0.10508367663678819,0.20791809732533853,1,10-15k,2,0.25156581620363067,West London
drive,HBE,free,5,14.428538337916992,16.0,0,0,4483.0,1.1396308215907598,0.23184769658522153,0.17598067042372337,0.026763027948738145,2,35-50k,4,0.35037258137780875,West London
walk,HBE,child,5,12.349119648070744,14.0,1,0,2135.0,0.2597141233298987,0.0499993172373251,0.10193651795731778,0.007184782452380467,0,>100k,3,0.27428870862405963,West London
walk,HBO,full,3,18.177411834213558,30.0,0,1,2547.0,0.5010025291177851,0.17120053368454194,0.19613129990781866,0.5300826940149266,1,35-50k,2,0.4901094719393803,East London
walk,HBE,child,4,14.124070375591993,17.0,0,0,4333.0,0.950361986932424,0.2127935469856401,0.2574852673195759,0.20374291187966137,1,20-25k,1,0.6182486982675995,West London
drive,HBE,free,2,7.217780951494889,14.0,0,0,7572.0,2.056721913146478,0.8246710035849532,0.20715781642161132,0.08974516983538283,2,35-50k,5,1.4860845725876877,West London
drive,HBO,full,6,9.480130157775113,62.0,0,1,5843.0,1.3127025631644853,0.3032335948375369,0.27335677581414825,0.43101978845064703,0,5-10k,1,0.5617097905516263,West London
pt,HBO,free,1,20.137320177483353,14.0,0,0,2325.0,0.46474061525906707,0.19208256022188022,0.18124710689311513,0.17787834797586724,0,25-35k,2,0.26802549810055987,West London
drive,B,full,2,8.552618502815818,36.0,1,1,3202.0,0.7313140611276856,0.23093006662927315,0.0796440546712917,0.1593866312949026,2,75-100k,3,0.5694661398638987,South London
drive,NHBO,full,4,18.820090655448798,60.0,1,1,6704.0,1.1917070214870122,0.41592311743509647,0.5090795354203144,0.7522440859110653,1,15-20k,1,0.41631698266161327,Central London
pt,NHBO,full,1,14.321912364141523,19.0,1,0,2505.0,0.43017636248518976,0.1517225719998794,0.20298936525065703,0.5350968591832291,1,15-20k,4,0.5184993578119969,East London
pt,HBO,free,3,12.012996343019301,68.0,1,0,932.0,0.20503048922835984,0.06397955956578698,0.05066459362855914,0.38987096073717936,0,10-15k,1,0.09322070442403535,North London
drive,HBO,free,5,11.616504309577488,90.0,1,1,3454.0,1.0995257369127152,0.2988999963543887,0.06730254723890466,0.13246800155408206,1,5-10k,3,0.7282815435424521,North London
pt,HBO,dis,2,17.025021718262543,27.0,1,0,3742.0,0.9870035577610907,0.3054007493373049,0.23049374737053696,0.18239676295692125,0,5-10k,5,0.44274804513553795,North London
drive,HBO,free,7,12.502117141379307,87.0,1,1,917.0,0.20867863585724677,0.07283331076502718,0.06878431600232442,0.1644723989033169,0,>100k,2,0.0950521357068339,South London
walk,NHBO,full,2,14.109371307253042,42.0,1,1,715.0,0.2091601063567736,0.069419477743663,0.058756391614780315,0.19499172600031203,2,50-75k,2,0.14721912295413,West London
