travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
pt,HBW,full,1,9.498432161184649,41,0,1,5612.0,1.3743357881883638,0.59541947560266,0.5031003509779416,0.428282602501245,0,<5k,2,0.43550460778740424,West London
pt,HBO,free,3,13.197463851884875,72,1,0,687.0,0.21462817854768657,0.06132756276605008,0.07168785458128765,0.1408711285278088,0,10-15k,4,0.1461888682579076,East London
pt,HBW,full,4,16.152824456721603,47,1,1,10482.0,1.910516825423409,0.5867551835213531,0.596926127179955,0.6110659291669311,1,10-15k,2,0.7151232884378429,West London
drive,NHBO,free,2,10.365895474632161,58,1,1,4018.0,0.8579275660118153,0.26470081423296316,0.16363553803595304,0.6195128370693075,1,15-20k,2,0.3474752881198109,North London
pt,HBO,full,7,20.372979746878862,35,1,0,18999.0,4.1855000987864335,1.4743595990920828,1.02699456451639,0.5179122502514601,1,25-35k,4,1.1583112394318127,East London
drive,HBO,full,2,16.25005520787981,46,0,1,3824.0,1.2323994689144402,0.23969909942324452,0.5902036473847891,0.7572719392718151,1,35-50k,2,0.8584073142608797,East London
pt,HBO,free,2,10.792093974103524,19,1,1,4616.0,0.8043744828628147,0.2421503879203819,0.46589965249229714,0.7755236235803573,1,15-20k,1,0.431784926031836,South London
drive,HBO,full,4,10.736932245641448,38,0,1,2467.0,0.7974564430699079,0.21935983948641954,0.20560244258738178,0.27026046326526754,1,10-15k,4,0.4159969149391721,West London
walk,HBO,free,4,15.105252026826896,69,1,1,741.0,0.2142603313614994,0.10748084627661045,0.05400363324682396,0.20620697040126895,2,>100k,4,0.21065093667031942,East London
pt,HBO,free,4,12.34647523190719,64,1,0,752.0,0.1875988221058873,0.08590097804344776,0.08443406545096314,0.1967821261138639,0,50-75k,1,0.1369069436274892,East London
pt,B,full,1,16.565671449364682,36,0,1,6175.0,1.0598412331397562,0.3605106927051496,0.46316954397265114,0.40026465080322937,2,50-75k,2,0.5201346001340684,West London
cycle,HBO,full,7,10.51390925992678,41,0,1,3626.0,1.7804454236140763,0.45676167390729283,0.28411458959821567,0.42178493344008217,0,>100k,2,0.5575971326891029,West London
pt,HBW,full,3,6.096239339784524,17,1,1,14135.0,3.382648655528692,1.0477900581612014,0.8699144289429596,0.7334713165223896,1,75-100k,4,0.8225112706797892,South London
drive,NHBO,full,7,10.124766728657624,42,0,1,7508.0,1.4049005345804528,0.2923085605552199,0.2302600968271816,0.259572500345189,1,10-15k,4,0.8453297157299433,South London
drive,HBO,free,6,13.94776773700045,62,0,1,3994.0,1.3252852602066503,0.251116577418032,0.1099711381539615,0.08460306541379618,1,25-35k,2,0.2868667179389301,West London
walk,HBO,full,6,18.567902064789948,33,0,1,696.0,0.1876815966150624,0.0838230703743609,0.09258249073507112,0.28293539976609405,1,20-25k,4,0.1399398393315634,South London
drive,HBO,free,5,12.485786242684034,24,1,0,3541.0,0.8142288760449897,0.2027547930299999,0.2823152280064438,0.7918109897265972,0,50-75k,3,0.39328193164350195,Central London
pt,HBE,full,6,14.776997346745068,32,1,0,6732.0,1.6635754009657842,0.4807494950766197,0.4691973686338316,0.475403567091798,0,35-50k,2,0.8773245022789145,Central London
pt,HBW,full,5,16.329179425001943,44,1,1,11681.0,3.3185563857678355,1.0023762119585395,0.3144952536231133,0.2686692158729135,1,10-15k,1,1.0432366976810954,Central London
drive,HBW,full,1,19.01508378553536,33,0,1,3903.0,1.406712941435752,0.3955752228200562,0.1834876520041096,0.24283568623626825,1,25-35k,3,0.4146775448028318,South London
drive,HBO,free,1,13.008057284742508,7,0,0,1599.0,0.39723720395318574,0.10881433289433502,0.04612360150222643,0.00045026583817002475,1,35-50k,4,0.22784259825292924,West London
walk,NHBO,free,5,7.869776606552961,63,0,0,1102.0,0.19946196270036287,0.058531901505538594,0.04675683158836905,0.17974651112524156,1,10-15k,2,0.14273446667377862,Central London
cycle,HBW,full,3,6.0229576267715,34,0,1,14259.0,3.6163796606125667,1.2507204271491208,0.9964072385439666,0.4365946537142923,2,50-75k,2,1.0398138537227355,West London
drive,B,full,5,6.308338897942355,58,1,0,17225.0,3.417851084533087,0.9968581553358994,0.7874670060436252,0.5450206312629255,1,10-15k,3,1.0465435681541844,South London
pt,HBO,full,5,15.00398168688843,35,1,1,4410.0,0.8273907273108686,0.6234739321544543,0.40460465612948543,0.7328401301844395,0,5-10k,1,0.4439597807301393,West London
pt,HBO,full,7,13.887609154119811,35,0,0,12921.0,3.4545601320583947,0.9415913217448886,0.47813658860626396,0.42016546542606303,0,<5k,2,0.9184361021752533,North London
pt,B,free,3,15.442274197563489,65,1,1,8694.0,2.899535875676675,1.0286727724618296,0.623051576003012,0.5841897170231688,0,20-25k,1,1.019653574102039,Central London
pt,HBW,full,4,7.4760856509086935,37,0,0,13405.0,3.4983668192905255,1.0115867284792581,0.7662911759854503,0.6339473923588638,0,20-25k,3,1.2546765839275915,West London
cycle,HBE,full,2,14.015387834965894,25,0,1,5914.0,1.381791904620298,0.4230948887329314,0.1956980600554263,0.5310194385980489,2,>100k,4,0.4356198404319361,South London
walk,HBO,free,4,14.280393489709844,71,0,0,810.0,0.22450850343303325,0.07877512944120489,0.09353037683094066,0.05460985702909642,4,15-20k,2,0.1041381633291042,South London
pt,NHBO,free,2,10.677557662870191,69,1,0,1277.0,0.2724180316179314,0.06621702778611727,0.07538219418622759,0.08989699274452236,0,>100k,2,0.1612367902469254,Central London
pt,HBW,dis,5,7.868753314491483,22,1,0,7483.0,1.394908050231212,0.3658641506219082,0.2758415237300982,0.5319011046029261,0,75-100k,2,0.6822870330935366,Central London
