travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
pt,HBO,full,6,19.37067972182859,41.0,0,1,3118.0,0.8091068465799186,0.2948381799851458,0.2285788403947561,0.5480796205873698,2,25-35k,3,0.546931579711771,West London
pt,HBW,dis,4,17.89477255317937,31.0,1,1,9103.0,2.581182725619933,0.6243104317737465,0.6913528928351261,0.4222364902242959,0,50-75k,2,0.9100696997250306,Central London
pt,HBW,full,7,17.63904898447283,47.0,1,0,15330.0,3.9651968145969887,1.2060047975736046,0.9156837694908021,0.7415733920478995,1,5-10k,1,0.9185496975311007,Central London
walk,B,full,4,8.778524727435464,50.0,1,1,543.0,0.23458003793648166,0.07874977163860171,0.08081011916137132,0.4640453452324542,1,50-75k,2,0.2616375929780163,Central London
walk,B,full,2,18.71695659586983,28.0,1,0,1145.0,0.24395799741418642,0.0808819372904555,0.06422715245831721,0.17250611738676278,0,20-25k,6,0.1964255476876693,West London
drive,HBO,free,1,23.95865752109657,65.0,0,1,606.0,0.18238474329012627,0.08713450794598844,0.04760868157849373,0.0971331639002844,2,25-35k,4,0.2880602867988017,West London
drive,HBO,full,7,18.493051105315498,50.0,0,0,2502.0,0.5583187113637212,0.19386841289312798,0.17789655707058122,0.19861856118164514,0,20-25k,3,0.4945759382582442,South London
drive,HBO,full,4,14.247448853786162,46.0,0,1,1707.0,0.45408142903887294,0.12714159749208706,0.13139468201083798,0.20068823963592208,1,75-100k,2,0.21779690010502775,East London
walk,HBE,free,4,10.14965691611235,59.0,0,0,1874.0,0.4355401045142972,0.18517481580967254,0.12396125142815367,0.3831099405463318,1,5-10k,3,0.24874999982270565,East London
pt,HBW,full,4,12.807664758384625,41.0,1,0,3442.0,2.8580303540017016,0.9465172652330526,0.1350655199443205,0.2516142717216622,1,5-10k,1,0.9311660064019032,South London
pt,NHBO,full,3,7.580210117790389,27.0,1,0,6788.0,1.5504580348184012,0.16141296565472035,0.4352609178299366,0.2806537464771315,0,5-10k,2,0.5607416111365671,North London
pt,HBW,full,5,19.153874907235018,23.0,0,0,9242.0,2.1125917580361446,0.8800749693458045,0.7837330486794203,0.4351915609793952,1,5-10k,4,0.663243615963835,East London
pt,HBW,full,4,18.134003214707523,51.0,1,1,7171.0,1.59461503041386,0.5393265787916642,0.5521356019216486,0.6481328938151762,3,15-20k,2,0.4736634036405873,South London
walk,NHBO,dis,4,14.259715830891052,27.0,1,1,1703.0,0.2898368241651614,0.09553674023600899,0.14727416071468633,0.13050620492016515,1,20-25k,2,0.16587337579560102,West London
drive,HBW,full,7,7.916850676487931,47.0,1,1,1857.0,0.3922812152250418,0.14996245534529817,0.1582231196930275,0.19686220094929943,1,25-35k,2,0.35057254496086665,North London
walk,HBO,full,1,11.554398874770888,41.0,1,0,2875.0,0.5108174773306557,0.17086815966355057,0.15882079987843534,0.1428178978862657,0,50-75k,9,0.30324972247646753,Central London
