travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
pt,NHBO,free,4,11.85977903535861,82,0,1,2589.0,0.7882668526347455,0.144929981305606,0.18668166085590776,0.416132570551991,0,15-20k,1,0.49507068068449406,East London
walk,NHBO,full,3,13.96605429681354,38,1,1,672.0,0.15150484793269367,0.08414547009562082,0.09259494252567656,0.5424326243293005,0,15-20k,2,0.14334861078869873,Central London
pt,HBW,full,2,10.88159428351322,39,0,1,7663.0,1.2964609751068517,0.3698579251601965,0.48282029228558,0.4607044529910976,3,>100k,3,0.43677052387250664,East London
drive,HBO,free,5,14.204936347287584,80,1,1,5487.0,1.3118334405708485,0.27393840411296577,0.2698261545603879,0.263852100569438,0,5-10k,1,1.0020807371861886,South London
walk,HBO,free,5,15.197755374904077,64,0,1,1068.0,0.2575873474433278,0.09334530391170341,0.07361102984905196,0.3055603597364308,0,5-10k,1,0.1980426759201651,South London
drive,HBW,full,2,0.2653868303095823,35,0,1,9969.0,1.3431982949583001,0.28252386419402997,0.27445255414919156,0.574303510232161,2,25-35k,8,0.6605576552846522,North London
pt,HBO,full,6,11.140988749234472,25,1,1,7354.0,0.8956838829436365,0.30903595574214376,0.29427594082391695,0.7940424752579621,0,25-35k,2,0.20891471593160513,Central London
pt,HBW,full,3,19.291958731253647,39,0,0,5866.0,1.3698740718428906,0.44138415243991097,0.38396686644048844,0.7553097075445802,0,10-15k,1,0.3169483074000234,Central London
pt,HBO,free,1,9.433437978895526,63,1,1,8872.0,1.9929452579120712,0.6625967780219714,0.41156520427143845,0.25465005613955183,1,35-50k,2,0.995333211087099,East London
walk,NHBO,full,5,12.678888655137328,57,1,1,620.0,0.1818407523507881,0.12373931116589064,0.10004152921532433,0.20618758480609062,0,10-15k,2,0.12057361452805508,South London
cycle,HBO,full,3,11.252219990861043,54,1,0,3782.0,1.3996246896090014,0.2395348566193003,0.30570902881797135,0.6627588763182135,0,25-35k,2,0.8580223359852968,North London
drive,HBO,free,1,10.620122970104262,79,1,1,797.0,0.3107823049379643,0.11797390476067242,0.10832342415709703,0.12900686325350202,1,75-100k,1,0.21798824351161736,West London
drive,B,free,5,13.570811648517827,68,0,1,15192.0,4.643172515050995,1.6699249483781495,0.8425425683357708,0.3678499150027077,2,75-100k,2,1.345075583944337,West London
drive,NHBO,full,2,12.836697438886125,5,1,1,722.0,0.20631409118469823,0.08355128610503142,0.07255416173252305,0.22412802284771982,1,50-75k,4,0.16602927025586772,South London
