travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
walk,NHBO,full,4,11.088936402484302,41,1,1,7215.0,1.6696359075582503,0.473250999037149,0.3467498703047706,0.5436145855424279,1,25-35k,4,0.4691022550244947,South London
pt,HBO,free,1,13.023176517707647,76,1,0,3968.0,0.8994268652952457,0.31515925787798826,0.23814968663593275,0.31015959266032744,0,50-75k,1,0.4976762574740495,East London
drive,HBW,dis,3,9.600468942556468,61,1,1,726.0,0.24247161132568698,0.052271060506250265,0.05242180962764929,0.2612564382950386,0,>100k,1,0.19517598733310199,North London
walk,HBO,free,1,13.195711857846392,72,0,1,824.0,0.17752983124060037,0.08144502015874813,0.04513761862685889,0.5576813435456417,1,>100k,2,0.14369131190387902,Central London
drive,HBW,full,2,8.435778954312235,36,0,1,9180.0,2.4104861542580287,0.7311308049849575,0.48074888724457876,0.25841893280797495,1,75-100k,2,0.8263284685412716,East London
pt,HBO,full,3,18.482441571940555,45,0,1,13740.0,3.475469242933938,1.2484065138900517,0.6960712451948453,0.5308579701385446,1,50-75k,2,0.7696969674351475,Central London
drive,HBO,free,2,18.807258605498657,5,0,1,1446.0,0.2510223489130582,0.06069209158157236,0.04412559672194068,0.1049604071106282,2,75-100k,6,0.19658306966446262,West London
drive,HBO,free,2,16.78422935960845,63,1,1,2213.0,0.4701723491213683,0.17031227821312636,0.07368766253511613,0.32851944829206436,1,10-15k,3,0.28806926272790895,West London
drive,HBO,free,7,16.093533089191865,25,1,1,1345.0,0.38392934777624826,0.16641322000213632,0.10880504077065513,0.1278022533610451,3,25-35k,3,0.20095704797546665,Central London
drive,HBO,free,3,14.471008221422062,72,0,1,1857.0,0.5302051406781021,0.15866841563909279,0.10979154716388541,0.1731514394247362,1,20-25k,1,0.3052524011625711,East London
pt,HBW,full,3,9.302087120153264,40,0,0,7293.0,1.8739972640644555,0.580534916894131,0.4251530082217302,0.677334987648788,0,>100k,2,0.3049485050159311,Central London
drive,HBO,free,4,12.728010723943484,90,1,1,548.0,0.2753823043768834,0.042156695169640435,0.04272101067083666,0.06966752791026355,1,35-50k,2,0.18776207843891302,West London
pt,HBO,free,6,9.538205934458043,53,0,1,1564.0,0.4313648668363325,0.15807962384998994,0.08789471940678381,0.26730852770589425,1,35-50k,2,0.26392594688856696,South London
drive,HBO,full,5,13.801486456624506,54,1,1,8786.0,2.061082121111445,0.536699553002126,0.4999393457490541,0.577382524105186,2,35-50k,4,0.5046059764174095,South London
drive,HBO,dis,6,13.768620408639716,53,0,1,2254.0,0.7511580640377278,0.1570152740395545,0.22735249302987975,0.3896674016384375,1,75-100k,2,0.42673541168197776,West London
drive,B,full,3,8.152464750269813,23,0,1,12342.0,2.904534533933552,0.9368180754844097,0.5602686574143241,0.24868521206083316,2,35-50k,5,1.0434619911094742,West London
walk,HBW,full,2,8.574884476415644,55,0,1,2999.0,0.39738165695800115,0.20658255023382674,0.2334877206085751,0.5081624497947875,1,>100k,3,0.3138548747658535,Central London
walk,HBO,full,7,19.814147991643342,17,0,1,1198.0,0.32197204382447286,0.11336388733306155,0.06596638473295545,0.1522567425225141,1,35-50k,2,0.19106159701014816,South London
pt,NHBO,full,7,15.36548558155454,33,0,0,13230.0,3.6193504926645974,1.2090897951539232,1.0349295717633746,0.7363349650995181,0,10-15k,2,0.6630582616456973,Central London
pt,NHBO,free,2,8.501458284323308,88,1,0,984.0,0.36322875291015716,0.09601258295018118,0.1249145750785283,0.44324872810136173,0,15-20k,1,0.2089015449493204,East London
walk,HBO,free,2,14.914979475727497,70,1,0,1051.0,0.2221251949852134,0.08858993397439473,0.12713692783025957,0.47077416781639736,0,20-25k,1,0.19271264354266154,South London
walk,HBO,full,2,15.573643484263672,67,1,0,914.0,0.2932144377420182,0.27949982134925466,0.11012514375468004,0.3945656044331968,1,10-15k,1,0.1096198351032402,West London
pt,B,free,5,11.429082516336274,68,0,0,1429.0,0.34676318628649666,0.16258489377953209,0.1266690956552139,0.191392479798037,0,5-10k,1,0.15896341534992733,East London
drive,HBO,free,1,15.489238489934749,29,1,0,3036.0,0.7618853036733281,0.19433618911184933,0.218760281686174,0.030664844704601207,2,25-35k,4,0.3754675592705462,East London
drive,HBO,full,7,15.605814294579199,24,0,1,1994.0,0.6558741586555935,0.2952350511732655,0.12027845950987126,0.39646066983803696,2,50-75k,3,0.21350223617139483,Central London
walk,B,full,2,14.649464170835124,23,1,1,834.0,0.13993977642556119,0.08665804050541488,0.028887752264806266,0.4490325968517488,1,>100k,1,0.0899296269788031,East London
drive,HBO,free,1,12.825257879151488,62,0,1,602.0,0.10720516115214486,0.03693514885054481,0.028360933871919753,0.15620818599777303,2,35-50k,2,0.07426222071661626,East London
pt,HBE,child,4,16.951701253568665,8,0,1,2939.0,0.7699541080788862,0.2923328926230822,0.2418986779332378,0.467864430459752,0,5-10k,2,0.3228803008836073,East London
drive,HBO,free,1,12.21544768761432,71,1,1,1341.0,0.35197684724100087,0.13522725303334157,0.08792150314589675,0.1321964940543577,1,5-10k,2,0.2409061511510886,West London
pt,HBW,full,3,17.994375028443155,30,0,1,15322.0,3.761914199339877,1.2177868024945535,1.0156687440840928,0.7069845476641082,1,25-35k,2,0.9246695645642443,South London
walk,NHBO,free,5,11.049217800043353,69,0,0,966.0,0.3378379836252005,0.1427417748943159,0.03965187839081189,0.764199536988734,0,50-75k,1,0.08873082511840527,North London
pt,NHBO,16+,7,9.143763384148716,10,1,1,2999.0,0.7832914541396413,0.20557304474213298,0.16716028811826064,0.24163187160771366,0,15-20k,2,0.3833226612037827,West London
pt,HBW,free,2,14.279529686206475,64,0,0,10021.0,2.385168414542361,0.7074493582878694,0.7311779872100661,0.48912835023025325,0,5-10k,1,0.638858905694843,South London
pt,HBO,full,5,8.413702262020823,35,1,1,3195.0,0.8699592644827941,0.2911353370725488,0.2715677867404039,0.4078497984252642,2,25-35k,3,0.42559960336873176,West London
drive,HBW,full,6,16.457057745776908,49,0,1,6419.0,1.6188283547788853,0.5260732848445628,0.3762827830073663,0.43307912207284405,1,25-35k,1,0.6495055022577089,West London
pt,HBO,child,2,10.063514453134834,9,1,0,3005.0,0.8132902906144611,0.29496370429496194,0.22203384611770052,0.30314323432294343,0,35-50k,1,0.43012824374252256,South London
drive,HBO,free,7,19.64736652137356,26,1,1,695.0,0.2318137314356183,0.05402352498365903,0.02789870270231368,0.42524911254140985,0,50-75k,4,0.08451634077950484,East London
pt,HBW,full,4,8.11937038052927,36,1,1,12122.0,3.525725962706964,1.1111617154786928,0.8036818473339392,0.7413115042505605,2,>100k,2,0.5997507102712976,East London
pt,HBW,full,1,17.544576896069906,28,1,0,3539.0,0.9249242259999012,0.40322301455486054,0.4626777449390727,0.783044186568348,0,50-75k,3,0.5001867375166573,Central London
pt,HBW,full,3,8.048496561319487,42,0,1,17178.0,4.126804650015325,1.2593602112814806,0.84816803386979,0.7537079910584047,2,>100k,2,0.8630429534989424,South London
drive,HBO,free,4,18.995446051686304,79,1,0,1198.0,0.33912498614254033,0.13110002281248873,0.07091973172844027,0.2972496003280392,0,25-35k,1,0.2765417892410048,East London
pt,HBO,free,7,11.87935574770079,81,1,0,3654.0,0.9832511309465716,0.30012923754032556,0.26571005540594794,0.3487689590489518,0,<5k,1,0.5747611826172535,East London
walk,B,full,5,13.252575205529544,39,1,0,571.0,0.10103597011079611,0.028745900167467746,0.027509386457584092,0.09983999169863454,0,<5k,1,0.10285590531395404,Central London
pt,HBW,free,3,8.352103329196028,29,1,1,8383.0,1.6614182561763224,0.6002305193408455,0.3795778403137256,0.2742337862282832,1,35-50k,2,0.5639626701488084,Central London
drive,HBO,free,5,8.3817862988952,74,1,1,3418.0,0.8504323631915363,0.30861559302325686,0.12891303082474564,0.2491007309269789,1,35-50k,4,0.5460620833729614,South London
pt,NHBO,full,6,10.040283736855317,27,0,1,5636.0,1.3418574887657841,0.516978108122055,0.5070414833498919,0.784625884087818,1,5-10k,2,0.4884091398745854,South London
drive,HBO,free,3,11.703771087401162,80,1,0,2937.0,0.8067584625444334,0.23093142724782298,0.10678661250616613,0.4687721012233771,1,5-10k,1,0.3210443329297352,North London
drive,HBO,full,6,16.098355996577148,45,1,0,2181.0,0.4282268429208808,0.21857389690737655,0.1805027016633108,0.7191570998610426,1,15-20k,6,0.3210178694210734,Central London
walk,NHBO,full,7,12.691525139696882,30,1,1,3417.0,0.9316990118514524,0.28580522116497553,0.19504331758329066,0.18155959226811452,1,35-50k,2,0.37081682060197096,West London
pt,HBO,free,3,16.70344241209899,66,1,0,1616.0,0.42037730583229865,0.15572696898519323,0.12295863173062077,0.4081259769716484,0,5-10k,2,0.2386156480568368,Central London
drive,HBE,free,5,13.997065758186679,6,1,1,1601.0,0.49190675081750435,0.1542731666149789,0.07966400593748589,0.23948073645134121,3,35-50k,3,0.2919920872521447,South London
walk,HBO,full,2,10.719429779580691,42,0,1,4002.0,0.9024251537785336,0.3157725747906329,0.2654543763658089,0.2877578653465518,1,50-75k,3,0.6014198377524231,East London
pt,HBW,16+,5,15.483165463662486,14,1,1,6173.0,1.4872841803266927,0.6013210896943247,0.41225129442001474,0.42965795187538525,1,<5k,1,0.7910775179460511,Central London
pt,B,dis,2,15.22418384872089,31,0,1,2872.0,0.5812309526190458,0.2018693971360246,0.11401066529174372,0.6954195454007938,0,20-25k,2,0.27571353562762685,East London
pt,HBW,full,7,8.836490238181023,52,1,1,6226.0,1.6144678027982864,0.47434333398598716,0.3471924420943088,0.2635164329321382,0,<5k,1,0.7972218583180857,North London
walk,HBO,16+,3,15.042436651917468,22,1,0,1346.0,0.34671863120932905,0.11142944978195995,0.08654528394326227,0.5029347238438228,0,75-100k,1,0.22143276096625025,North London
walk,HBO,free,6,15.82577180991845,14,1,0,771.0,0.21578579104917636,0.05408097852786637,0.07300503267318431,0.1468219483561629,0,>100k,7,0.20685837716138347,East London
pt,HBW,full,3,14.732946837708434,33,0,1,7810.0,1.8741948988565542,0.5441191217868113,0.34517175929741645,0.38088998659621126,1,10-15k,3,0.9110469897898853,East London
drive,B,full,2,8.28966850360707,71,0,1,18914.0,4.205828121214742,1.2000422208901211,0.7762198494455591,0.3802238062654162,0,20-25k,2,1.0504821610284174,North London
walk,HBO,free,7,11.049816370262512,29,1,0,354.0,0.08665505608927997,0.03177765603692622,0.025542013230150318,0.0162583571963794,0,75-100k,4,0.0773044445374514,East London
pt,HBO,full,7,15.713298066464242,22,0,0,3792.0,1.0699302037046439,0.35658065881942974,0.3049438592858234,0.5086038629201841,0,25-35k,2,0.49783782687358563,East London
pt,HBO,free,3,13.163512087569545,60,1,0,2128.0,0.564175739916325,0.14920798060583526,0.16305649296125352,0.11315604806094937,0,<5k,1,0.4466743603718169,West London
cycle,HBW,full,3,18.122180864790813,51,0,1,578.0,0.14495413556812634,0.03606227931982504,0.029294854427755243,0.05897343717334593,2,25-35k,5,0.09713399700162546,Central London
drive,HBO,free,4,10.761093753941566,66,1,1,4616.0,0.9924732362065463,0.35593490101083197,0.2246465984433141,0.1627962982457013,1,25-35k,2,0.4077706282032265,East London
drive,HBO,full,2,8.4304590007294,28,1,1,4528.0,1.2089560682635556,0.35367350052116336,0.26562059308536085,0.11902546405111389,1,25-35k,2,0.684889390630625,East London
drive,HBE,full,1,10.578706437387792,35,0,1,3834.0,1.1726957308356183,0.34621398554066407,0.30336040240004336,0.31916993853706216,3,35-50k,4,0.9161947201413271,West London
walk,HBW,full,4,8.317683225620643,52,0,1,1824.0,0.43086030104765605,0.14948830033859425,0.08749329860591257,0.25373313057463925,1,15-20k,2,0.28737994693799157,South London
walk,HBO,free,4,15.972227050928431,47,0,0,467.0,0.14543136565001155,0.2788674532404244,0.033159269655342806,0.5828935580830529,0,10-15k,2,0.10267994705608484,East London
drive,HBO,full,2,15.300517613589694,27,1,1,7015.0,1.5670464308628909,0.4675438275655189,0.3213332839421139,0.2651490977570795,1,50-75k,1,0.7323523868591731,South London
pt,HBO,free,3,13.60946239078358,50,0,1,2949.0,0.7738379714508441,0.3118660423527917,0.2872797731419995,0.7411844491553343,3,>100k,1,0.3919538363538897,Central London
pt,HBO,free,6,13.667501822593115,78,0,0,7632.0,1.860603377865587,0.49205295190940884,0.42539616871561475,0.3513161995275608,0,20-25k,2,0.5327962609440575,Central London
drive,HBO,full,7,17.26002830828828,51,0,1,9094.0,2.4944206646035947,0.701586291102466,0.4175475057034308,0.3742766608092057,1,75-100k,2,0.8358114182644283,East London
drive,HBO,full,6,12.60086034690617,38,1,1,3514.0,1.103391800929765,0.16619414754447798,0.4017457086963173,0.09025719175711085,1,10-15k,5,0.3507294164403548,West London
drive,HBO,full,3,10.22798421740279,67,1,0,7056.0,1.3737380262893992,0.36314135343498544,0.37541364672487004,0.3738979409327438,0,15-20k,2,0.884488362905804,West London
cycle,NHBO,full,7,17.941128324397777,50,0,1,1451.0,0.4577252934910777,0.17571677666400032,0.16134763080503156,0.37305478353791993,1,35-50k,2,0.4301778066647433,Central London
walk,NHBO,full,6,14.640227200522796,26,1,1,722.0,0.18479356305096922,0.0410565448148134,0.066124913877676,0.23764201942789573,1,25-35k,2,0.09874157179373186,West London
pt,HBO,dis,2,13.64252886338121,45,1,0,12493.0,3.2011957692805284,1.0301099200107053,0.7786870175858178,0.3500413774854284,1,10-15k,1,0.7450689642610762,West London
pt,HBW,full,3,9.359451672829273,17,1,0,18192.0,3.2293710700543214,1.0982229613806989,0.9133030866970098,0.38824560047550294,0,5-10k,2,0.7896573557499461,West London
walk,HBO,full,1,15.225973716203306,22,1,0,1046.0,0.26695163084497986,0.08547767738358189,0.4031114891758351,0.21559723797278668,0,50-75k,1,0.27225237578526607,North London
pt,HBO,full,5,18.414664556113316,65,0,0,5765.0,1.3592404921844756,0.3511900875170367,0.24265785209319238,0.17303326525521953,1,20-25k,2,0.5115165469179126,South London
drive,HBO,free,4,16.845190652298335,85,0,1,5000.0,1.5348259745963115,0.5335775106763485,0.6322979075571654,0.775362433713254,1,10-15k,1,0.6225474876287098,South London
pt,HBO,dis,1,9.004117168004486,31,0,1,4330.0,1.2144689788821366,0.36719408526973113,0.262675572718654,0.4505718891931528,0,<5k,2,0.38032727853676324,North London
