travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
drive,HBW,full,4,6.234265848351889,44,0,1,5923.0,2.067360670141759,0.6455214658478402,0.463784277825114,0.33659657575300717,1,35-50k,2,1.0382675061727038,West London
pt,HBW,full,1,16.62199796471965,39,0,0,14323.0,3.7437621611871283,1.0674254865486132,0.7863563604589099,0.5716357363451497,0,5-10k,3,1.0989133603026158,Central London
pt,HBO,full,5,22.109989399332388,9,1,1,1586.0,0.2660729784797118,0.12155459028569476,0.09257101653051224,0.15597287728594764,0,10-15k,1,0.30645487150771034,Central London
pt,HBO,full,7,7.6078644243296125,32,1,1,3621.0,0.7379502141667135,0.30280677562316194,0.20463195928415448,0.5529806734755824,1,35-50k,3,0.35627461065728316,West London
drive,HBW,full,1,9.971631945636368,39,0,1,4709.0,0.9719010333496302,0.3508862858802865,0.2879677157671758,0.5051609750252742,0,50-75k,2,0.4367500048015165,Central London
pt,HBO,free,3,12.46596002511258,17,1,1,8626.0,1.914922733404628,0.719127973470399,0.6672310853449311,0.6674474303508182,0,10-15k,1,0.6913205791934187,Central London
drive,HBE,full,2,14.95601978644923,54,1,0,850.0,0.17434753321155572,0.06002225507214733,0.0549204343694238,0.09383230318477044,1,5-10k,5,0.13355281848141587,South London
walk,HBO,free,6,16.443295376253896,82,0,1,397.0,0.08572082368751563,0.025962051152144294,0.042013435719888484,0.35097437117261004,0,25-35k,1,0.06420254320497698,Central London
drive,HBO,free,4,8.916186855334548,74,1,1,1412.0,0.48076149167818155,0.13110297051089073,0.08506731444807751,0.19450179892078626,1,5-10k,1,0.2770409960442199,Central London
pt,NHBO,dis,2,16.907994545941197,64,1,1,15165.0,2.09129732513281,1.0328686040757944,0.8534702838023078,0.6488697133816199,0,35-50k,1,0.952179245645958,South London
drive,HBW,full,1,15.144394301654218,39,0,1,8701.0,2.06971662379768,0.7346628439101582,0.4471339980730631,0.419934330667797,1,>100k,2,0.8502467452779927,Central London
walk,HBO,free,4,12.765125256020802,29,0,1,1236.0,0.2948266726362663,0.06436213196152331,0.0841214740933166,0.23947190579171507,1,35-50k,3,0.1273949124923307,West London
drive,NHBO,free,6,17.09973073537364,68,0,1,7746.0,1.8704898407974497,0.45322171909655423,0.45600557054061774,0.41720147076063097,1,20-25k,1,0.8072476925359903,East London
drive,HBO,free,5,16.061199528663547,78,1,1,1453.0,0.1737933361292179,0.04935140844771002,0.042137171336533816,0.12261904035956307,1,25-35k,1,0.09050518186932817,South London
pt,HBO,free,3,11.984552854859393,55,0,1,3795.0,0.9479383446128079,0.4559307034047976,0.3123552149525761,0.6055043349152744,0,20-25k,1,0.32299455889519046,Central London
drive,HBO,free,2,16.49788088947034,15,1,1,8610.0,2.088981466155022,0.6038009450886732,0.6306619622885571,0.2371533756802638,2,50-75k,4,0.8290908163097983,Central London
pt,B,full,3,10.822926304521761,24,1,1,9061.0,2.0686028293747727,0.5593137753283778,0.37386572355898245,0.4723037142162548,0,75-100k,1,0.5989359425799249,East London
drive,NHBO,full,7,12.196773890669007,33,1,0,2513.0,0.6396931932860084,0.24279771715829826,0.18872225833642006,0.38647128903482864,2,50-75k,4,0.44293190552719286,Central London
pt,HBO,free,6,12.20310411308675,6,1,0,10676.0,2.4627525455783035,0.8117232584565428,0.5204339547907422,0.1991310851210662,0,20-25k,4,0.9853719608992706,North London
drive,HBO,full,2,21.559542580022807,48,0,1,4618.0,1.2196752650362885,0.497504818460335,0.2027228052884661,0.1089255173672297,1,20-25k,3,0.4522142437776491,South London
drive,HBO,child,7,21.652104995920638,17,0,0,3855.0,0.9619897014905117,0.16854317477330957,0.30645283587450195,0.23559798708499283,6,<5k,3,0.5691449842476766,West London
pt,HBW,full,1,6.269421307083828,23,1,0,5969.0,1.8474630102508434,0.5325075586153404,0.3416453059929373,0.40863243069925925,0,5-10k,3,0.5479131866601025,Central London
walk,HBO,16+,6,15.603381123857236,5,0,0,1593.0,0.3694872224042667,0.1498245406638841,0.16894752902784432,0.4991286723406958,1,35-50k,2,0.28846284085844465,South London
pt,B,dis,4,9.141340384168846,27,0,0,6046.0,1.3275993443212641,0.4439912140928824,0.44180212670799984,0.5051523270107998,0,10-15k,2,0.41296746137746015,East London
drive,HBO,free,3,13.192704265116248,78,1,1,10103.0,2.7123793317464644,0.6730887643494806,0.794529989112734,0.5434358882770824,0,15-20k,2,0.9811882093909688,Central London
pt,HBO,full,5,16.26420979489135,18,1,0,3523.0,0.7739046613281773,0.3126203919488167,0.2682702742588888,0.6448316034687087,0,5-10k,1,0.49620080212336515,Central London
cycle,HBE,full,7,8.110831548423604,46,0,1,2536.0,0.7047631512493209,0.166674437182331,0.25602982078178715,0.4438517780516805,2,50-75k,5,0.4992152839333936,West London
drive,HBE,full,2,18.271968793858775,43,1,1,4487.0,0.8370007488438144,0.27572808880344696,0.24297855831003587,0.25471388614961116,1,15-20k,2,0.6289220739950477,East London
drive,HBO,full,6,9.00555432255885,35,1,0,1789.0,0.5214120309933717,0.10881114095700925,0.08243870708418788,0.20556754715751804,0,15-20k,3,0.35360699496666487,Central London
drive,HBO,free,5,9.686597352821133,69,1,1,353.0,0.11724874450865315,0.03517675453756998,0.02789736720644118,0.20162949191325877,2,10-15k,3,0.066948452870355,East London
pt,HBW,free,1,19.594377329733454,70,1,0,4132.0,1.0499031398934753,0.3292548588697221,0.2533865645433234,0.1934948811843119,1,25-35k,2,0.571768686195597,West London
cycle,HBE,full,3,8.22388478612107,42,0,1,1821.0,0.4944418809922323,0.19412260260144001,0.18894967643315952,0.25013995461662714,2,<5k,2,0.35177259692482993,East London
drive,HBO,full,4,7.222120425179621,56,0,1,4156.0,1.3946616202168671,0.4198015020955473,0.2572049813629837,0.10176739820282062,0,50-75k,2,0.5672657064835764,East London
drive,HBO,free,5,7.719785702501239,80,1,1,3238.0,0.7774216042182082,0.28439767473378125,0.11530393173318118,0.057678756204683386,1,15-20k,2,0.5361166376468963,North London
drive,HBO,free,4,10.614697266397558,36,1,1,5342.0,1.3893073238073945,0.443585872923752,0.32045214556261997,0.2807802215608628,0,>100k,2,0.7287673408994294,South London
pt,HBO,free,7,12.170817277370473,60,0,0,6146.0,1.751190698843536,0.4734882159428151,0.3312738473169561,0.4526281332466335,0,<5k,1,0.5320117468851326,Central London
pt,B,full,1,15.15472793665162,31,1,0,2170.0,0.511145218072995,0.19568702852354167,0.19989284004904131,0.19396949919971257,0,10-15k,5,0.36702355687694443,Central London
pt,NHBO,full,5,23.571259023337845,48,1,1,5063.0,1.118777278991877,0.367169510551817,0.23613464575022405,0.34311930856880235,1,<5k,1,0.6897091582219089,North London
drive,NHBO,full,2,17.30110120703981,41,0,1,884.0,0.2478671140826335,0.05280807501960976,0.09511979932626234,0.1101731126100904,1,15-20k,1,0.12990514848643617,West London
cycle,HBO,full,2,16.689936161664857,38,0,1,6312.0,1.7262164705355039,0.5482267904902278,0.4670859902281742,0.6580284057937932,1,50-75k,1,0.7637915782549548,Central London
walk,HBO,full,3,11.780929514824177,22,1,0,421.0,0.09725196016964581,0.025297271808885687,0.0512011455634442,0.18727897625676718,0,10-15k,2,0.04729194021295273,Central London
pt,HBW,full,1,16.33935355458609,49,0,1,13603.0,2.955323093836837,1.0034286975611586,0.8086427986649991,0.6129642245512636,1,20-25k,4,0.9804476313356907,Central London
drive,HBO,full,3,8.890154642119622,41,0,1,7822.0,1.914614460211502,0.5393522988846932,0.3599998466212519,0.3942277931372523,0,<5k,1,0.7340554142017193,Central London
walk,HBO,full,3,13.687178491147332,58,1,1,1144.0,0.2704684819229097,0.10004360826169234,0.12774955066695806,0.31441252869102004,0,75-100k,7,0.10886645158785903,Central London
drive,HBO,free,6,14.295352853679388,76,1,1,824.0,0.26474392283081366,0.10614242739307031,0.07869776857791869,0.22050688758694723,0,5-10k,1,0.21586757725249248,East London
walk,HBE,full,5,18.958087288216593,34,1,1,921.0,0.3051789962573647,0.10135848612538058,0.06605306964411571,0.09266990296895301,2,35-50k,2,0.2974091788297237,West London
drive,HBO,full,5,13.307468562015098,33,1,1,1037.0,0.3230591865703188,0.08734209482511453,0.1276851156868847,0.1262795613564316,1,75-100k,5,0.1465671704320039,Central London
drive,HBO,dis,5,17.624753549018727,51,1,1,7395.0,1.9764119288814868,0.6455507317626641,0.6610995759319811,0.4330571831231121,2,20-25k,2,0.5723664344377657,South London
walk,NHBO,full,6,10.08631720801431,44,1,0,325.0,0.08465808673774879,0.02922567285970458,0.02966399941497541,0.3253675465032222,1,5-10k,3,0.06371572422827494,West London
walk,B,free,3,10.50152518721386,67,1,1,2657.0,0.649601537388063,0.23837902503396144,0.24096344929398175,0.650492100034161,1,50-75k,1,0.4698572505105817,Central London
pt,HBW,16+,6,8.763661202504137,5,1,0,3397.0,0.9723277145946256,0.2617591031220618,0.194425669274741,0.2919922022472572,0,5-10k,2,0.32372527237271137,East London
drive,HBW,free,2,8.697236957184574,87,1,1,2200.0,0.6119757154421921,0.1741880582787362,0.13862116281429684,0.6051587698183408,2,20-25k,3,0.2883126659197929,East London
drive,NHBO,full,6,14.617372376499372,63,0,1,799.0,0.23945526534506226,0.12228911331483427,0.10797617723856365,0.01993331244894793,1,5-10k,2,0.1691817627874452,Central London
drive,HBO,free,4,13.70780108480587,80,0,1,2578.0,1.5770490861665412,0.2892388737537801,0.13073866402849726,0.12544889255227343,1,10-15k,1,0.36502673845985434,West London
pt,HBO,full,5,9.023818259551595,48,1,0,1729.0,0.4024372785462224,0.11679015640880498,0.16537902137555982,0.5098881978468781,1,50-75k,4,0.18391439682778113,West London
drive,HBO,full,7,17.81807518682335,38,0,1,931.0,0.22953207437428383,0.11251704389308674,0.13928237538192337,0.301077109766027,0,20-25k,3,0.20035619490712073,South London
drive,NHBO,full,7,13.205104267059207,55,1,1,2669.0,0.6420244937603716,0.2921009339465172,0.11702624430983218,0.139838595335822,1,35-50k,3,0.3563496165071681,South London
pt,NHBO,free,6,11.498105168117606,71,1,0,2942.0,0.8193222198426441,0.307396206018992,0.2685799695065879,0.5255893984700468,0,50-75k,1,0.37680407522064874,East London
drive,HBO,full,6,13.0615869537554,29,0,0,15326.0,3.6390971023590835,0.908200579301548,0.6102040707604911,0.32623172484791846,2,35-50k,2,1.0037461801441865,West London
drive,HBW,dis,2,18.719292527232952,40,0,0,3048.0,0.7112737208273494,0.22849493968360618,0.23697965673800966,0.30856297797874066,0,10-15k,1,0.4038055890078264,East London
drive,HBW,free,5,9.128279682309888,68,1,1,13273.0,3.37430302170617,1.050941965578161,0.8597146471436581,0.36896892776665585,1,35-50k,3,1.1049876958908185,East London
drive,HBO,child,5,6.756796923669864,7,0,0,6846.0,1.7089130619886856,0.4908224809215318,0.383885515766554,0.35997552237472635,2,35-50k,3,0.8478306529574973,East London
drive,HBO,free,4,15.880480792863896,71,0,1,3168.0,0.8607838937187869,0.27316424672088163,0.188959022661198,0.28155134958455624,2,20-25k,3,0.3442488473911563,North London
pt,HBO,full,6,15.606744239306046,69,0,0,3492.0,0.8030267046513994,0.1591890118112717,0.12640111152712344,0.18790043251059105,0,<5k,2,0.3291866293632269,West London
pt,NHBO,full,5,16.753985540694043,34,1,1,5792.0,1.4312246409066933,0.45876685497215697,0.3362682304647047,0.40994649338545064,1,>100k,3,0.7840849776028376,North London
drive,NHBO,full,1,20.07700977112667,37,1,0,3406.0,0.7439792442736467,0.23984735709769767,0.19058611707485196,0.178341735421695,0,25-35k,1,0.5170884476163833,South London
drive,HBW,full,3,16.817747808121474,46,0,1,2693.0,0.7794087430483336,0.2705781466159916,0.1607974534945647,0.11450117883538792,1,35-50k,7,0.4035885328513379,Central London
pt,HBO,free,5,9.972427125056562,10,0,0,7991.0,2.203309776348118,0.5739949340495372,0.4589264776665678,0.19490286254233918,0,25-35k,4,0.7193646679842354,South London
pt,B,dis,4,18.094873668872136,25,1,0,3700.0,0.7543234883995734,0.24001216551951216,0.2776700185776131,0.34640247885235365,1,<5k,1,0.36762537887038754,North London
walk,HBW,dis,2,15.948036787403323,19,0,0,383.0,0.12601067991723094,0.03630498778852181,0.040333048731275654,0.1811294605736153,1,5-10k,4,0.22825379755768924,South London
drive,B,full,5,20.230384803555033,23,1,1,5503.0,1.1777725872882296,0.3895286218607294,0.2797722867512498,0.6574580923582857,0,<5k,1,0.7343638896912816,Central London
pt,HBE,free,3,7.296486442377432,83,1,0,1784.0,0.4102899664214487,0.13433884949330677,0.12182356046916594,0.2938751231489061,0,20-25k,1,0.32454970293908064,East London
walk,HBO,free,4,10.169914798830236,63,1,1,433.0,0.11481256810095584,0.032730254111011776,0.03201698808606333,0.10919488191578929,1,35-50k,1,0.06228369726469645,West London
pt,HBW,dis,6,7.010093099907842,34,0,1,7269.0,1.6997414804479178,0.59474977090429,0.37817724444930645,0.21934138780305495,3,>100k,4,0.5153044483980213,Central London
drive,HBO,full,4,20.27993196001328,24,1,0,6552.0,1.6559487591428985,0.46651367571971797,0.4111325656225825,0.5177163276299366,1,35-50k,1,0.7567258096444078,West London
drive,HBO,full,7,18.532985488394083,36,0,1,5308.0,1.5924092607837306,0.4360745243468514,0.24004894444720776,0.1613170201256994,2,75-100k,3,0.6683134698586436,West London
drive,HBO,free,7,13.080382133409454,71,1,0,3476.0,0.809585729876676,0.17986830328538922,0.19851208233711423,0.19772571193497623,1,20-25k,2,0.4907423460549616,North London
pt,HBO,full,1,8.576018275244333,35,1,1,15340.0,3.7734333878792885,1.252585020286858,0.8770175034167688,0.7130780450668075,1,15-20k,3,1.0496612600727253,East London
walk,NHBO,full,2,10.736335440956132,47,1,0,1812.0,0.4081271574515899,0.28980958829116626,0.1825572705698125,0.6469142954934723,0,25-35k,2,0.2332816154655366,East London
walk,NHBO,free,6,11.274530436077907,66,1,1,466.0,0.10997684220482919,0.03383193257260235,0.0361066320871508,0.3964493745363646,0,50-75k,1,0.05838809100906627,East London
drive,HBO,free,6,12.18209122285533,73,1,0,2657.0,0.6453864450919605,0.1684906361008435,0.15530670908280983,0.04977377494114245,2,5-10k,2,0.4240949371951099,North London
drive,HBO,full,6,15.972533629665275,26,1,1,808.0,0.26526065195108617,0.047383991076831077,0.06839094568052616,0.13770733189114104,1,10-15k,4,0.10613675273911088,South London
pt,NHBO,full,3,12.752260149408919,55,0,1,8424.0,1.7134355462360378,0.621532532994861,0.37128396946265757,0.4076655260830886,1,>100k,1,0.9196032376936378,West London
drive,HBO,16+,1,10.52578516735751,10,1,0,1197.0,0.25980921410704755,0.05344962439682177,0.04163107619057789,0.23033881843911944,0,10-15k,1,0.21260958831801663,East London
walk,HBO,full,6,13.980913562470171,53,0,1,1472.0,0.4693023320008413,0.18964235407268912,0.120482638043829,0.2651543180747471,1,50-75k,2,0.23759156735022538,Central London
walk,NHBO,full,6,12.69085854843394,37,0,0,556.0,0.12138371153948531,0.07918272121594089,0.051618942126041054,0.2301240961607619,1,35-50k,3,0.17729930748304606,South London
walk,NHBO,full,5,13.988215334159696,38,0,1,349.0,0.08741598461703423,0.02441436493388132,0.041513829236659125,0.1601991594266325,0,35-50k,3,0.04592749614920425,West London
pt,HBO,free,6,10.003522287098955,69,0,0,4454.0,1.3321768200136468,0.4022276767980293,0.3804364383660567,0.44650552741329447,1,5-10k,2,0.546072045236038,West London
pt,HBW,full,4,13.233662062810263,27,0,0,4139.0,1.1012364936350945,0.32041706541273823,0.1984937366459813,0.2384657605114333,1,10-15k,3,0.48705384278256986,Central London
pt,HBW,full,7,7.65180551958035,30,1,0,6211.0,1.014586973459245,0.5312296207028216,0.5308705176702154,0.7231682554337131,3,35-50k,4,0.721176118575722,East London
walk,HBO,full,6,19.313512284425375,43,1,1,2546.0,0.5426335937500606,0.12354809821793016,0.2186511255583369,0.37773853609765623,1,35-50k,3,0.3563561590439126,East London
drive,HBO,free,7,10.429443584156635,45,1,1,15750.0,2.7813603682262884,1.0159491191275725,0.6940820467863937,0.6096223238422059,0,25-35k,2,1.1765729674949759,East London
