travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
drive,HBW,full,4,17.417549999687346,36,0,1,732.0,0.21122340783040128,0.1112062673246658,0.09682023545953354,0.31472443490177393,1,>100k,3,0.22941956310232192,South London
walk,HBE,full,3,14.334693753425228,30,1,0,2662.0,0.4023566886794755,0.15160052860201753,0.6018692153454916,0.3401105436402885,0,25-35k,1,0.172054494178643,North London
drive,HBW,full,5,17.799017100605457,44,1,1,6929.0,2.0611175342430887,0.5426765426470481,0.4129929450856317,0.33256511669951694,1,50-75k,1,0.6265199058011098,North London
walk,NHBO,full,4,7.514381894478848,47,0,0,310.0,0.4010654990705521,0.05144804969304771,0.06780867173146628,0.37539714783587297,0,>100k,4,0.06368346861850595,Central London
drive,HBO,child,2,13.353207139076737,21,1,1,2214.0,0.6164726850223063,0.19487883042610563,0.11579877992944722,0.021436795777614676,3,25-35k,4,0.22583790435698614,South London
pt,HBO,free,7,15.962178671662661,69,0,0,2053.0,0.5832775509549222,0.21436485218233603,0.15750549410261072,0.18157392488460955,0,<5k,2,0.36913426835859103,East London
pt,HBO,full,6,18.049959392280527,54,0,0,25046.0,2.397869723598085,0.7209690688053743,0.620705650523634,0.7461494477720184,0,5-10k,1,0.7232845080833177,West London
cycle,HBO,full,1,12.710719427922708,43,0,1,5244.0,1.2938288480115057,0.39475745550346597,0.269424566396368,0.1502062187966789,2,35-50k,2,0.37785040286637217,South London
walk,HBO,child,4,18.10921697024211,14,1,0,868.0,0.2809210446370503,0.0998402758553553,0.07825008434458271,0.024162391804498154,0,5-10k,2,0.23484249896999476,East London
walk,HBO,dis,2,13.859698533399255,26,0,0,393.0,0.10727960797692015,0.0665293952739971,0.04581240212673542,0.3300469887554337,0,10-15k,2,0.12756511310396568,South London
drive,HBO,free,6,15.373368769742203,54,0,1,956.0,0.24674793274066922,0.10103182584674285,0.0778656878412174,0.46014896151189755,3,50-75k,3,0.20702787594699218,West London
drive,HBO,free,7,16.536093455770978,75,0,1,5436.0,1.5261630313457764,0.45323449770576363,0.3342247306480832,0.24526697997841101,1,35-50k,2,0.5716522700974752,Central London
drive,HBW,full,7,7.7263720583256825,24,1,1,2972.0,0.773519065255437,0.26423530507962256,0.16194227387366208,0.327177711715151,0,>100k,3,0.3417986328562644,West London
pt,HBO,free,1,14.230328054005076,69,1,0,5913.0,1.7961572650673083,0.16629542961133886,0.40762618039572995,0.2167860113096807,0,25-35k,2,0.7378371761760995,Central London
pt,HBW,full,5,20.46507745183723,31,1,1,1307.0,0.2921127839462627,0.12952488242423676,0.11635835483012684,0.315332945002932,1,35-50k,2,0.21871055403077336,East London
pt,HBO,dis,6,16.048947550323003,19,1,1,5800.0,1.642682329873729,0.5290570762477103,0.3763044975420996,0.4556738898709348,0,15-20k,1,0.5975489149602249,Central London
pt,HBO,dis,3,8.128527931591842,23,1,0,3250.0,1.6305917778137942,0.4189724679296628,0.6565197559606123,0.7588170869616423,0,>100k,4,0.40776093161404986,West London
pt,HBO,child,6,17.871463536977487,6,0,0,25037.0,2.02250860419516,0.6877683082388757,0.46917990745866184,0.3841958231249712,0,5-10k,1,0.43229366489373233,South London
drive,NHBO,full,6,8.116761610961479,59,1,0,8311.0,2.4325193978265123,0.6627384219530607,0.2893993156795371,0.49633581008188804,1,20-25k,2,0.8863362072491057,South London
walk,HBO,full,1,15.42128551618534,53,1,0,1510.0,0.4799258184544352,0.20109798362060866,0.16788086529894902,0.41042752110649705,0,5-10k,1,0.2821673483642242,Central London
drive,HBO,full,7,15.685092445892094,43,0,1,3748.0,0.7128865218927976,0.30318707108427045,0.25484730829222874,0.4801403126314866,2,>100k,5,0.40986792371110903,South London
pt,HBO,full,6,11.965677707393116,23,1,0,1115.0,0.3266897176918096,0.12190029591520313,0.08748577170464018,0.2509541242579721,0,5-10k,3,0.17617820135523665,West London
drive,HBO,full,4,19.237732338291732,46,1,1,598.0,0.12699678343503612,0.043991124436716274,0.031050761896736848,0.029641581516573257,2,35-50k,3,0.083721416710362,East London
pt,HBE,free,5,14.362504929645647,62,1,1,1071.0,0.287506894217528,0.10350114953943194,0.12800366933007862,0.5862942970014889,1,25-35k,2,0.20343139686998474,North London
drive,HBO,free,2,13.819534896094018,83,0,1,3186.0,0.702512927021644,0.28657699557471966,0.21926937038584943,0.3266038737633032,1,10-15k,3,0.48890551277303174,West London
drive,HBO,free,1,8.593311588330716,64,1,1,584.0,0.2147190908807733,0.06557292814435872,0.03301057816758826,0.04373124744557246,2,50-75k,2,0.13288863541667703,South London
drive,B,full,2,7.695548345491139,46,0,1,1705.0,0.4977899938189748,0.1434521996677778,0.17631579774030795,0.5664239465853477,1,35-50k,2,0.5355391360220324,East London
drive,HBO,free,3,10.098998689477355,64,0,1,5116.0,1.562642306828765,0.40025594621456034,0.36287129984079936,0.4118168097782059,1,25-35k,1,0.6217466867722501,South London
walk,HBE,free,2,17.599011505547587,62,0,1,802.0,0.4079771200289896,0.08583806018223498,0.09914246348338031,0.5726082116039141,1,15-20k,1,0.19211915117364783,North London
pt,NHBO,free,5,11.720899304427693,93,1,0,1020.0,0.1975412537703255,0.08883715284148758,0.1080734066737975,0.22869927675806992,0,15-20k,2,0.10098880734008826,North London
drive,HBO,free,4,12.764696551334522,65,0,1,1698.0,0.35417995167568106,0.13826206857113935,0.12265882385011306,0.08410779999435723,1,15-20k,1,0.37487069083920416,East London
drive,HBO,full,6,20.945711917694993,51,1,1,814.0,1.6551641640489476,0.08314991684757941,0.05843517794945171,0.12562709855851453,1,10-15k,2,0.09141731760209558,South London
pt,NHBO,free,2,23.03325874730414,58,1,1,3755.0,1.5085641276515056,0.4059726398021372,0.3392957679260367,0.5397832893088854,0,20-25k,1,0.3667813258416504,Central London
pt,HBO,full,5,7.353333137458983,24,0,0,2623.0,0.7289594158978857,0.1737130036241641,0.15381115862784064,0.11599340538835705,3,5-10k,3,0.5061373676842887,South London
pt,HBO,free,7,12.874998548032236,64,0,0,1642.0,1.5261000241983873,0.12977838904390723,0.15168061332017085,0.18188611058147328,0,10-15k,1,0.36101251956044383,Central London
pt,NHBO,full,1,12.47129457496981,40,0,1,994.0,0.28449575043576264,0.1712629157353056,0.09871801617195168,0.19058894171392826,1,10-15k,3,0.1822417082064176,South London
walk,B,full,6,18.95329699171446,14,0,0,880.0,0.3025785014538618,0.13396685936925595,0.17025977371301265,0.41891604900647356,1,10-15k,3,0.2920787351423391,East London
drive,HBO,free,1,15.64651025773408,71,0,1,2032.0,0.6244456106008742,0.19849422048497803,0.1642825494095901,0.20075136810608357,2,35-50k,2,0.3701035553045421,North London
drive,HBO,full,4,17.31397978940655,52,0,1,2614.0,0.3689018135320597,0.2020913961909265,0.21455851372951934,0.5741816507425054,0,<5k,2,0.3050947946533971,Central London
drive,HBO,full,3,15.653507217852907,34,1,1,410.0,0.11322675795786234,0.05584489788320813,0.04483330226665432,0.12165701123644435,2,5-10k,3,0.12901629760056982,South London
walk,HBE,full,7,7.418400840620954,29,0,1,1420.0,0.34618842106814357,0.13302267085120204,0.12326977359411509,0.2644518671405209,1,25-35k,1,0.6617514458317773,South London
drive,HBE,full,3,10.100182248270924,23,0,1,24807.0,1.8907976128879598,0.649281849524586,0.5176374059019949,0.5570320289029037,2,>100k,3,0.9848665820969499,West London
drive,HBO,free,2,12.005345817865647,68,1,1,911.0,0.23914192937098983,0.08427830722588779,0.06941871702879657,0.2443791319305179,1,50-75k,2,0.2063736053276843,West London
drive,HBO,full,2,12.111283168335973,65,0,1,1050.0,0.4044275879191572,0.11688881416050456,0.09643384561601796,0.012929333177265662,2,20-25k,2,0.2478629380625815,East London
pt,HBO,full,7,16.609266803364587,38,1,1,7210.0,2.1313739246344636,0.655130487163619,0.492806881341044,0.30165190780935863,1,>100k,3,0.9320710158276974,Central London
pt,HBW,full,5,16.689883594012358,32,0,1,4172.0,0.874243576519648,0.2624634798694524,0.32553074083614064,0.5170440519506264,0,5-10k,1,0.4285698151453443,East London
pt,HBE,full,1,11.621679406184034,38,0,1,4681.0,0.9364887022958933,0.30441893060109415,0.20909522623606697,0.1742205648802387,1,50-75k,3,0.46161299403625156,West London
drive,HBO,dis,4,10.237289437510432,22,0,1,2988.0,0.7743482433263766,0.22770655140533963,0.16450292384227808,0.17063578153419806,1,75-100k,2,0.4845597500219099,West London
