travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
drive,HBO,full,1,8.89320318966957,53.0,1,0,897.0,0.26490874871798237,0.12523652073514324,0.11731670991920388,0.18359901966737532,1,50-75k,1,0.1692916978996809,Central London
drive,NHBO,full,5,19.60566559075815,46.0,1,0,16848.0,4.3139615409884655,1.0090681060273596,0.5274862982190791,0.13452302380493356,1,35-50k,1,0.7391933154702378,West London
drive,HBE,dis,2,11.544566515538577,24.0,1,1,2518.0,0.7670225781562813,0.2186260310540579,0.2080468521579937,0.39815190864639716,1,20-25k,2,0.4343214924857036,East London
walk,HBW,full,4,16.358399487004625,29.0,1,1,508.0,0.13298125218572904,0.0436890077562354,0.05467849214782979,0.6029252795703751,0,75-100k,3,0.13173356827881205,Central London
pt,B,free,4,16.316335246718698,66.0,1,1,12080.0,2.829391042658372,1.2246336963114053,0.9230359161719646,0.7164446498825101,1,>100k,1,0.7173013306799576,Central London
pt,HBE,full,2,9.269324631966898,38.0,1,1,1749.0,0.5793881573321241,0.13248332267988447,0.3059378363510199,0.6260888143760219,0,5-10k,5,0.37386089264116146,West London
cycle,HBO,full,1,11.400256036084361,53.0,1,0,1067.0,0.3539989005671688,0.09213673867516176,0.08487981574234038,0.04654435722747803,1,35-50k,2,0.19475605808623198,South London
pt,HBO,full,1,10.783608569772277,63.0,1,0,3588.0,0.8732158843811931,0.1564974399974687,0.27014128644957436,0.3144304608273336,0,15-20k,1,0.35561257932351026,Central London
pt,HBO,full,6,7.21319214884791,43.0,0,0,10454.0,2.2393155315840625,0.5987200093733908,0.45455423138424744,0.6449674459804344,0,20-25k,1,0.5615521306955189,North London
drive,HBO,full,6,15.992789867561012,35.0,1,0,484.0,0.15406701212323148,0.07963409625661345,0.07191165496870468,0.0741797512541951,4,20-25k,5,0.13166593192862575,West London
pt,HBO,dis,3,17.468625778258076,65.0,1,0,1491.0,0.31461291266806457,0.08477698393526861,0.09300935978900803,0.49174819213922305,1,5-10k,1,0.1558512254841454,South London
cycle,HBO,full,2,13.683932188703583,43.0,0,1,1126.0,0.3130293848180595,0.07139971362478395,0.07794034739109877,0.2487901430109165,2,50-75k,2,0.19906977668721365,East London
